,name,area,volume,normalized_joints,normalized_contacts,normalized_holes,material
4560,Flux,761.2888000000003,1147.0944800000018,0,3,0,Metal_Ferrous_Steel
4561,Hose,51.742563912645636,22.511067418414775,0,1,0,Metal_Ferrous_Steel
4562,Hose2,51.742563912645586,22.511046227556633,0,1,0,Metal_Ferrous_Steel
4563,Car Body,29165.795730189868,4580.674963266729,0,22,0,Metal_Aluminum
4564,Bowl,126.29109468974255,15.334579028036394,0,4,0,Other
4565,trzymakprawyzewn,119.50749079325404,58.6258403492979,0,0,2,Plastic
4566,trzymaklewyzewm,119.50727422291637,58.625531899411115,0,0,2,Plastic
4567,trzymakprawywew,110.12731178850018,52.51388915935382,0,0,1,Plastic
4568,trzymakprawy12,0.0001802550770296037,1.1144219602273907e-10,0,0,1,Metal_Ferrous_Steel
4569,Belka tyl,602.554963132504,86.40824275474051,0,0,2,Plastic
4570,pret,460.1210976185889,159.96484530325975,0,0,0,Metal_Ferrous
4571,frontendright,110.8574638129361,71.91315023577259,0,0,1,Plastic
4572,frontendright (1),150.37869939509574,125.26681827168798,0,0,1,Plastic
4573,Leg_right_bottom,1204.2257253872967,131.48418634644005,0,0,1,Plastic
4574,pretprawy,952.5661825964517,99.73730889039447,0,0,7,Plastic
4575,zakonczenieprzodprawy,120.156578067562,84.46695447951755,0,0,1,Plastic
4576,zakonczenietylprawy,120.156578067562,84.46695447951755,0,0,1,Plastic
4577,pretlewy,952.5708702474486,99.74116433284692,0,0,7,Plastic
4578,frontendleft,120.15657806756191,84.46695447951741,0,0,2,Plastic
4579,backendleft,120.15657806756192,84.46695447951744,0,0,2,Plastic
4580,Leg_left,1204.2181588271928,131.48343447102968,0,0,1,Plastic
4581,trzymaklewywew,110.0859785729534,52.570452923585165,0,0,1,Plastic
4582,trzymaklewy12,0.00018025507355030646,1.1144216071321817e-10,0,0,1,Metal_Ferrous_Steel
4583,Leg L,450.2076796137159,112.94906648638084,0,5,6,Metal_Ferrous_Steel
4584,Leg R,450.20767961371604,112.94906648638516,0,6,6,Metal_Ferrous_Steel
4585,L-Bracket 1 L,16.628011138953514,1.3463384614961598,0,0,2,Metal_Aluminum
4586,L-Bracket 4 L,16.62801113895354,1.346338461496158,0,0,2,Metal_Aluminum
4587,L-Bracket 5 L,16.628011138953575,1.34633846149607,0,0,2,Metal_Aluminum
4588,Connector 7,38.312899999999544,8.829674999999588,0,0,0,Metal_Ferrous_Steel
4589,L-Bracket 2 L,16.62801113895352,1.3463384614961562,0,0,2,Metal_Aluminum
4590,L-Bracket 6 L,16.628011138953582,1.3463384614960354,0,0,2,Metal_Aluminum
4591,Connector 9,59.39289999999966,14.716124999999872,0,0,0,Metal_Ferrous_Steel
4592,L-Bracket 1 R,16.62801113895351,1.3463384614961598,0,0,2,Metal_Aluminum
4593,L-Bracket 2 R,16.628011138953525,1.3463384614961544,0,0,2,Metal_Aluminum
4594,Connector 8,38.312899999999544,8.829674999999597,0,0,0,Metal_Ferrous_Steel
4595,L-Bracket 3 L,16.628011138953504,1.3463384614961438,0,0,2,Metal_Aluminum
4596,L-Bracket 4 R,16.62801113895354,1.3463384614961473,0,0,2,Metal_Aluminum
4597,L-Bracket 3 R,16.628011138953507,1.3463384614961482,0,0,2,Metal_Aluminum
4598,L-Bracket 5 R,16.628011138953575,1.3463384614960683,0,0,2,Metal_Aluminum
4599,L-Bracket 6 R,16.628011138953585,1.3463384614960363,0,0,2,Metal_Aluminum
4600,Connector 1,38.31289999999985,8.829674999999417,0,0,0,Metal_Ferrous_Steel
4601,Connector 2,38.31289999999986,8.829674999999417,0,0,0,Metal_Ferrous_Steel
4602,Connector 3,38.31289999999987,8.829674999999416,0,0,0,Metal_Ferrous_Steel
4603,Connector 4,38.31289999999952,8.829674999999595,0,0,0,Metal_Ferrous_Steel
4604,Connector 6,38.312899999999544,8.829674999999591,0,0,0,Metal_Ferrous_Steel
4605,Connector 5,38.31289999999953,8.829674999999593,0,0,0,Metal_Ferrous_Steel
4606,Top Connector,116.93686035508205,15.80099474732264,1,7,0,Plastic
4607,Top Connector Box,58.657154408183985,18.647529332098994,0,0,0,Plastic
4608,MDF Base,4266.446186392925,2561.8934641858646,0,0,5,Metal_Ferrous_Steel
4609,Top Surface,15005.79286257239,9292.081828125947,0,0,0,Metal_Ferrous_Steel
4610,planet gear 3,1.9558782840374422,0.08210138250294244,0,4,0,Plastic
4611,planet gear 1,1.955878284037439,0.0821013825029423,0,5,0,Plastic
4612,planet gear 4,1.9558782840374433,0.08210138250294177,0,6,0,Plastic
4613,planet gear 2,1.9558782840374371,0.08210138250294183,0,5,0,Plastic
4614,sun gear,3.2758192438375344,0.18230091417252695,0,7,0,Plastic
4615,ring gear,8.395676910599486,0.28408572213761485,0,7,0,Plastic
4616,Travesaño L 1,1980.3871999999992,2449.5434879999984,0,3,0,Metal_Aluminum
4617,Travesaño L 2,1980.3871999999992,2449.5434879999984,0,3,0,Metal_Aluminum
4618,Travesaño L 3,1980.3871999999992,2449.5434879999984,0,2,0,Metal_Aluminum
4619,Travesaño L 4,1980.3871999999992,2449.5434879999984,0,2,0,Metal_Aluminum
4620,Travesaño C 1,1370.7871999999998,1675.3514879999996,0,3,0,Metal_Aluminum
4621,Travesaño C 2,1370.7871999999998,1675.3514879999996,0,2,0,Metal_Aluminum
4622,Travesaño C 3,1370.7872,1675.3514879999989,0,3,0,Metal_Aluminum
4623,Travesaño C 4,1370.7872,1675.3514879999989,0,2,0,Metal_Aluminum
4624,Taster (1),0.427200000000002,0.01638000000000013,0,2,0,Metal_Ferrous_Steel
4625,BT-60,134.9967355499963,111.99158440471263,0,0,0,Metal_Ferrous_Steel
4626,Camera Hood,56.60806775270863,28.601824439754324,0,0,0,Metal_Ferrous_Steel
4627,SQ 13 Camera Nose Cap,118.50733567177747,17.28371005633455,0,3,1,Other
4628,SQ 13 Camera mount  ,320.05417153940704,16.51423703314102,0,12,0,Plastic
4629,Pin Angle,0.38841283416902145,0.006113889571939779,0,0,0,Metal_Non-Ferrous
4630,Isolant (1),0.4311598554833442,0.013158265813604724,0,0,0,Metal_Ferrous_Steel
4631,USG Holder,124.80903112901562,8.500884607329311,0,4,8,Plastic
4632,Front Right leg,22.503388240058612,2.9945811150827035,0,1,2,Plastic
4633,Rear Right leg,19.03955742875643,1.7608495559215402,0,1,2,Plastic
4634,Front Left leg,30.526171343884617,3.553544073416671,0,1,3,Plastic
4635,Rear Left leg,22.269336162413026,2.0528148697308,0,1,2,Plastic
4636,PEG,0.6451428245642259,0.04031710572106746,0,0,0,Plastic
4637,label,127.52444150721563,0.0,0,0,0,Plastic
4638,liquid,546.2608867424526,945.8990041689045,0,1,0,Other
4639,liquid (1),491.2035510098717,617.0378398247151,0,1,0,Other
4640,bottle (1),1164.0741119080458,24.44195570474949,0,1,0,Other
4641,label (1),127.52444150721564,0.0,0,0,0,Plastic
4642,cap (1),15.057814711613766,0.0,0,0,0,Plastic
4643,dado vite corpo,5.220842214777846,0.3911963425255356,0,1,0,Metal_Ferrous_Steel
4644,leva,100.76390523548635,28.332005211290603,0,0,1,Metal_Ferrous_Steel
4645,bullone esa,9.152118099114478,0.8524443466167102,0,3,0,Metal_Non-Ferrous
4646,collare man,367.5980596496108,119.86449666474182,1,13,22,Metal_Ferrous_Steel
4647,semimanubrio,353.42913443108773,43.80457300358644,0,6,1,Metal_Ferrous_Steel
4648,bullone 1,12.274622801255335,1.1509791250407502,0,4,0,Metal_Ferrous_Steel
4649,bullone 2,12.2746228012553,1.150979125040747,0,4,0,Metal_Ferrous_Steel
4650,bullone 3,12.260955053279467,1.1510101265757386,0,4,0,Metal_Ferrous_Steel
4651,semileva,87.83626606052071,24.17294682248614,0,4,3,Metal_Ferrous_Steel
4652,snodo,58.454843654998605,10.972953796326944,0,11,5,Metal_Ferrous_Steel
4653,regolo,39.525049168921974,3.151174795137795,0,2,0,Metal_Aluminum
4654,bandiera (1),0.6288137746700605,0.022452118185398977,0,3,0,Other
4655,bullone leva,8.177836394833744,0.9273105591467709,0,3,0,Metal_Non-Ferrous
4656,bandiera,0.5693072127613313,0.019061271201618206,0,2,0,Other
4657,molla,2.6635494705684564,0.06600297943228461,0,2,0,Metal_Aluminum
4658,dado regolo,13.563725382504835,1.731697729168623,0,0,12,Metal_Aluminum
4659,asse snodo,8.55204352160214,0.5954574715614281,0,3,1,Metal_Aluminum
4660,adjust,11.171371378906274,1.498006539547053,0,2,1,Metal_Aluminum
4661,vite corpo,9.802595181368405,1.1005665870807921,0,5,0,Metal_Aluminum
4662,bracciale,43.72253979460049,8.531478132442425,0,4,3,Metal_Ferrous_Steel
4663,bandiera (2),0.5693038198326432,0.019060890900153282,0,2,0,Other
4664,bullone esa (1),9.152118099114478,0.8524443466167109,0,3,0,Metal_Non-Ferrous
4665,corpo ,154.3543466416175,35.001627220121755,1,6,37,Metal_Ferrous_Steel
4666,Location,1183.7103966179916,681.5989502768933,0,0,0,Wood
4667,Foam,157.91367041742973,78.95683520871488,0,0,0,Other
4668,MagnetRing,88.82643960980423,11.103304951225535,0,0,0,Plastic
4669,Speaker A,91.3178151069554,32.736552601839165,0,0,6,Plastic
4670,SpeakerBody,1172.7434455723053,678.857212515449,0,0,0,Wood
4671,Speaker B,91.31781510695666,32.74005889198928,0,0,6,Plastic
4672,SpeakerBody 2,1172.7434455723048,678.8572125165633,0,0,0,Wood
4673,Foan 2,157.91367041742973,78.95683520871486,0,0,0,Other
4674,Backboard,15121.479070272893,10232.666208973322,0,21,0,Metal_Ferrous_Steel
4675,Backboard part 4,1260.0,700.0,0,10,0,Metal_Ferrous_Steel
4676,Backboard part 3,7371.62431036272,7443.837501489858,0,17,4,Plastic
4677,Backboard par2.2,2360.0,2100.0,0,6,0,Plastic
4678,Backboard part 2,28968.545291997594,27635.635852314183,0,16,3,Plastic
4679,001,311.7599999999991,129.59999999999954,0,1,0,Wood
4680,001 (4),4222.4,2744.4,0,2,0,Wood
4681,001 (6),311.75999999999954,129.59999999999982,0,1,0,Wood
4682,001 (1),4642.4,2949.400000000001,0,2,0,Wood
4683,001 (3),330.4799999999991,145.79999999999924,0,1,0,Wood
4684,001 (2),4034.4,2565.2,0,2,0,Wood
4685,001 (5),330.47999999999996,145.79999999999978,0,1,0,Wood
4686,Нож 2 Лезвие,216.02904058001954,51.194042246000954,0,0,5,Metal_Ferrous
4687,Текст (1),0.12109836184676982,0.001232026600578539,0,14,0,Metal_Non-Ferrous
4688,Текст (2),0.054120212392882644,0.0005424582858104542,0,10,0,Metal_Non-Ferrous
4689,Текст (3),0.054120212392882644,0.0005424582858104542,0,5,0,Metal_Non-Ferrous
4690,Текст (4),0.044981909212656025,0.00041531921469140076,0,21,0,Metal_Non-Ferrous
4691,Текст (5),0.11140988078996242,0.0010446796236816796,0,33,0,Metal_Non-Ferrous
4692,Текст (6),0.11644466317521458,0.0011344388780707925,0,16,0,Metal_Non-Ferrous
4693,Текст (7),0.12836827993025124,0.001255748357072939,0,27,0,Metal_Non-Ferrous
4694,Текст (8),0.1130085835447468,0.0010887227948474876,0,0,0,Metal_Non-Ferrous
4695,Текст (9),0.21860831570090583,0.002772060379114795,0,0,0,Metal_Non-Ferrous
4696,Текст (10),0.3436489931829687,0.004279199035686205,0,0,0,Metal_Non-Ferrous
4697,Текст (11),0.2815668394670706,0.003690280819461541,0,0,0,Metal_Non-Ferrous
4698,Текст (12),0.24705088652011847,0.003199436479972711,0,0,0,Metal_Non-Ferrous
4699,Текст (13),0.27083072837444067,0.0034962165489115216,0,0,0,Metal_Non-Ferrous
4700,Текст (14),0.11300858889104559,0.0010886767872097841,0,0,0,Metal_Non-Ferrous
4701,Текст (15),0.06461683248344341,0.0005977205273666182,0,0,0,Metal_Non-Ferrous
4702,Текст (16),0.07130684354575437,0.0006598684436758262,0,0,0,Metal_Non-Ferrous
4703,Текст (17),0.12399185470349403,0.001189656856527826,0,0,0,Metal_Non-Ferrous
4704,Текст (18),0.08531240271764533,0.0007899756800352382,0,0,0,Metal_Non-Ferrous
4705,Текст (19),0.14947475270726066,0.0015539574983528673,0,0,0,Metal_Non-Ferrous
4706,Текст (20),0.08580294990912164,0.0008618705333210738,0,0,0,Metal_Non-Ferrous
4707,Текст (21),0.11931753371739282,0.0012543490878268934,0,0,0,Metal_Non-Ferrous
4708,Нож 2 Крышка рукоятки,48.729555805478924,11.271170676820246,0,0,1,Metal_Ferrous
4709,Нож 2 Уплотнительное кольцо,5.526978464610045,0.2763489232305025,0,0,0,Plastic
4710,Нож 2 Гарда,47.942335823056695,9.679338467134402,0,0,0,Metal_Ferrous
4711,Нож 2 Шпонка для переходника,5.074804339854183,0.5389681657001621,0,0,0,Metal_Ferrous
4712,Нож 2 Переходник от лезвия к ручке,27.370489649760195,1.2176233440155948,0,0,1,Metal_Ferrous
4713,Нож 2 Рукоять,182.87722518762098,29.781828812889888,0,0,0,Metal_Ferrous
4714,Нож 2 Оплётка на рукоятке,299.56716758406213,11.23376878440223,0,0,0,Other
4715,under beer,72.76359461017967,13.10034864199784,0,2,0,Wood
4716,bolt22,3.407827124945643,0.29589274095521817,0,4,0,Metal_Ferrous_Steel
4717,sheath,34.66342967017287,5.017190731258609,1,5,1,Metal_Ferrous_Steel
4718,magnet ring to hold the cap ,10.55575131606168,0.7037167544041112,1,1,1,Metal_Ferrous
4719,kilit dili,173.49601858221777,81.24173328706007,1,0,0,Other
4720,ÜST KAPAK,4085.0818223161386,7656.310057719294,0,0,0,Other
4721,isik,430.4799999999999,206.26399999999694,0,0,0,Other
4722,TUS,8.639999999999985,0.9719999999999965,0,0,0,Metal_Ferrous_Steel
4723,TUS (1),8.640000000000038,0.97200000000002,0,0,0,Metal_Ferrous_Steel
4724,TUS (2),8.839315154583376,0.9799137730124499,0,0,0,Metal_Ferrous_Steel
4725,TUS (3),8.884522118080719,0.9818284529566873,0,0,0,Metal_Ferrous_Steel
4726,TUS (4),8.95385051162,0.9847843737602199,0,0,0,Metal_Ferrous_Steel
4727,TUS (9),8.975137647324186,0.9847988052999073,0,0,0,Metal_Ferrous_Steel
4728,TUS (10),8.639999999999992,0.9719999999999965,0,0,0,Metal_Ferrous_Steel
4729,TUS (8),8.980907342154318,0.986244085252136,0,0,0,Metal_Ferrous_Steel
4730,TUS (5),9.052986619504658,0.9855458826021019,0,0,0,Metal_Ferrous_Steel
4731,TUS (6),8.640000000000041,0.9720000000000192,0,0,0,Metal_Ferrous_Steel
4732,TUS (7),8.975266655583292,0.9854016482399475,0,0,0,Metal_Ferrous_Steel
4733,TUS (15),9.025750460415981,0.9879768388630726,0,0,0,Metal_Ferrous_Steel
4734,TUS (14),8.998239527491027,0.9861823177043404,0,0,0,Metal_Ferrous_Steel
4735,TUS (13),9.021974018100554,0.9875666063228522,0,0,0,Metal_Ferrous_Steel
4736,TUS (12),9.021679067148058,0.9874710699836547,0,0,0,Metal_Ferrous_Steel
4737,TUS (11),8.847035979943959,0.9793677886092772,0,0,0,Metal_Ferrous_Steel
4738,SOL,14195.86440726292,2080.464512677852,0,0,0,Other
4739,MİNİK PLASTİKÇİKLER (1),55.242341701273546,8.287699225155112,0,0,1,Plastic
4740,MİNİK PLASTİKÇİKLER,55.2423417012735,8.28769922515475,0,0,1,Plastic
4741,ANA KASA,7727.46386014563,1118.9118384462292,0,0,0,Other
4742,ARKA,3697.111135441596,902.4794636072709,0,0,0,Plastic
4743,CARD READER,432.99444808369776,231.33739781232313,0,0,0,Plastic
4744,FATURA,384.4533532272917,207.98169338218955,0,0,0,Plastic
4745,KİLİT KAPAĞI,1027.1814488518762,801.0370479037754,0,0,0,Other
4746,SAG,14188.720200110865,2115.1987604539863,0,0,0,Other
4747,ARKA (1),7023.314159614935,1027.0953272733852,0,0,0,Plastic
4748,huni (1),348.2287823679771,226.20754267040235,0,0,1,Other
4749,huni,348.25591609556005,226.20796053242734,1,0,1,Other
4750,SERBATOIO,21856.81293043079,215418.73754305634,0,0,0,Metal_Ferrous
4751,gomma posteriore,7409.346083877292,22972.702600017707,0,0,0,Plastic
4752,gomma anteriore,7409.346083877291,22972.702600017663,0,0,0,Plastic
4753,presa mani retro,674.1621490154293,536.778220922097,0,0,0,Metal_Ferrous
4754,sotto sella,18567.972932925608,159652.25046641682,0,0,0,Metal_Ferrous
4755,telaio,30518.097533855736,186700.9798321253,0,0,0,Metal_Ferrous
4756,cruscotto,6644.536972171628,22545.9685146966,0,0,0,Metal_Ferrous
4757,parafango,9463.32279597337,41145.1621155484,0,0,0,Metal_Ferrous
4758,poggia piedi,14470.528735488555,111898.04953127494,0,0,0,Metal_Ferrous
4759,scarico dx,4638.6954833813015,17094.520965078533,0,0,0,Metal_Ferrous
4760,scarico dx (1),4638.640999424985,17094.483456663856,0,0,0,Metal_Ferrous
4761,scatola,2186.0942076654173,5060.836669276639,0,0,0,Metal_Ferrous
4762,scatola (1),2186.0942076654164,5060.836669276643,0,0,0,Metal_Ferrous
4763,manubrio,509.50977557278696,347.19469988708966,0,0,0,Metal_Ferrous
4764,manubrio (1),509.5219193319722,347.19128844113936,0,0,0,Metal_Ferrous
4765,faro,814.8573020305995,1778.0477331324685,0,0,0,Metal_Ferrous
4766,SELLA,13597.808927256483,72564.21378937535,0,0,0,Other
4767,Pin,1.4134054360216353,0.10966671635150738,0,27,5,Metal_Ferrous_Steel
4768,Displacer Con Rod,19.021160087996922,2.4164801819659103,0,6,0,Metal_Ferrous_Steel
4769,Crank Bearing Upright,113.59154447364557,41.70313797919576,0,5,0,Plastic
4770,Displacer Crank,27.226707796929627,4.864960836013293,0,5,8,Metal_Non-Ferrous
4771,Piston Pin,2.656282009932319,0.2348595762961358,0,6,0,Metal_Ferrous_Steel
4772,Displacer Piston,359.07332958834365,51.97872219138325,0,8,1,Metal_Ferrous_Steel
4773,Flywheel,142.2465326109498,26.127754740598526,0,2,8,Metal_Non-Ferrous
4774,Piston Rod (1),26.25661457469554,3.4710037471870376,0,5,1,Metal_Ferrous_Steel
4775,Pumpkin Body,12.206560570050707,0.34838020308508894,0,2,0,Plastic
4776,Pumpkin TOP,2.5254035175310516,0.1776711584528185,0,1,0,Plastic
4777,Lamp stand,0.9713894158265686,0.009224366850748268,0,0,0,Plastic
4778,Candlewick,0.0033110620001498836,1.3653902259507602e-05,0,1,0,Other
4779,Robot Face,2075.462331327813,926.1279398228601,0,0,0,Plastic
4780,Robot Hat,3046.581812328644,1207.5970279058606,0,0,0,Plastic
4781,Robot Eye (Camera R. Side),82.71134674623399,14.355586739966732,0,0,0,Plastic
4782,Robot Eye (1) (Camera L. Side),82.71134674623396,14.35558673996671,0,0,0,Plastic
4783,Ears (Microphone),1178.81082761569,524.0649059779778,0,0,0,Other
4784,Mouth ( Speaker),32.352035359015375,9.467125756621636,0,0,0,Plastic
4785,Nose (Light),4.432321857604464,0.8767554461870439,0,0,0,Plastic
4786,Nose (Light) (1),4.432321857604468,0.8767554461870452,0,0,0,Plastic
4787,Rotating Support,456.9373926355264,0.0,0,0,0,Metal_Ferrous_Steel
4788,rasierer,3.530611323569314,0.0,0,0,0,Metal_Ferrous
4789,rasierer (1),3.530611323569314,0.0,0,0,0,Metal_Ferrous
4790,rasierer (1) (1),3.5306113235693077,0.0,0,0,0,Metal_Ferrous
4791,plane,34.273520398203786,0.0,0,0,0,Plastic
4792,plane (1),34.273520398203786,0.0,0,0,0,Plastic
4793,Leuchtkugeln,0.5026548245743669,0.03351032163829113,0,0,0,Other
4794,Leuchtkugeln (1),0.5026548245743669,0.03351032163829113,0,0,0,Other
4795,Leuchtkugeln (2),0.5026548245743669,0.03351032163829113,0,0,0,Other
4796,Leuchtkugeln (3),0.5026548245743669,0.03351032163829113,0,0,0,Other
4797,Leuchtkugeln (4),0.5026548245743669,0.03351032163829113,0,0,0,Other
4798,Leuchtkugeln (5),0.5026548245743669,0.03351032163829113,0,0,0,Other
4799,Leuchtkugeln (6),0.5026548245743669,0.03351032163829113,0,0,0,Other
4800,Leuchtkugeln (7),0.5026548245743669,0.03351032163829113,0,0,0,Other
4801,Leuchtkugeln (8),0.5026548245743669,0.03351032163829113,0,0,0,Other
4802,Leuchtkugeln (9),0.5026548245743669,0.03351032163829113,0,0,0,Other
4803,Window Back Left,26.79503724092429,1.2618921802199683,0,9,0,Other
4804,Window Front Rigth,21.892956290467282,1.0264778727236417,0,7,0,Other
4805,Window Front,31.06320254385007,1.4794263887935948,0,1,0,Other
4806,Window Back Rigth,26.79570466554733,1.262030804158135,0,9,0,Other
4807,Window Front Left,21.89312749893079,1.026451658046641,0,7,0,Other
4808,Engine (1),1223.219770123403,746.0805405601155,0,5,2,Metal_Non-Ferrous
4809,Lateral,389.0994770625885,108.39625795574364,0,64,0,Other
4810,B Mirror Frame,212.43484343035027,2.113166666666656,0,0,0,Metal_Ferrous_Steel
4811,F Mirror,379.5133230395069,1.9864659868074497,0,0,1,Other
4812,B mirror (12),4.091066119350957,0.05852700825376463,0,0,0,Other
4813,F Logo (2),0.19330277385073816,0.001967219478893894,0,0,0,Metal_Ferrous_Steel
4814,F Logo (1),0.16926476223944614,0.0018142034792888394,0,0,0,Metal_Ferrous_Steel
4815,F Logo (4),0.19516045840650187,0.0020183801651001004,0,0,0,Metal_Ferrous_Steel
4816,F Logo (3),0.17704677193832657,0.0018001495126289352,0,0,0,Metal_Ferrous_Steel
4817,F Logo (6),0.2595421837647397,0.002639506459236148,0,0,0,Metal_Ferrous_Steel
4818,F Logo,0.1770467719383262,0.00180009020526306,0,0,0,Metal_Ferrous_Steel
4819,Main B,1.8510901643827864,0.03259781274441411,0,0,0,Metal_Ferrous_Steel
4820,F Camera Ring,0.15281586976578349,0.0011925972447124186,0,0,1,Metal_Ferrous_Steel
4821,Power B,0.8323223374126877,0.04268228004020874,0,0,0,Metal_Ferrous_Steel
4822,Volume B,1.7164805254961015,0.09235938339408772,0,0,0,Metal_Ferrous_Steel
4823,Camera Ring,1.12343353292371,0.014119888181560462,0,0,0,Metal_Aluminum
4824,Camera Len,0.7823602085184429,0.011277403346928293,0,0,0,Other
4825,Flash,0.5539286279752437,0.006279581626013414,0,0,1,Other
4826,Flash (1),0.5608718388911095,0.00636042021320357,0,0,1,Other
4827,Camera Ring 2,0.8695863859081285,0.004151083203387724,0,0,3,Metal_Aluminum
4828,B Logo (2),0.23857780986954122,0.0018885904129515776,0,0,0,Metal_Aluminum
4829,B Logo (1),0.20519061997307383,0.0016328867718471297,0,0,0,Metal_Aluminum
4830,B Logo (3),0.2422459733828884,0.001937645439844358,0,0,0,Metal_Aluminum
4831,B Logo (6),0.21844311387419033,0.0017281434004988562,0,0,0,Metal_Aluminum
4832,B Logo (5),0.32025271384757736,0.002533926414133742,0,0,0,Metal_Aluminum
4833,B Logo (7),0.21844314690235994,0.0017280867871184826,0,0,0,Metal_Aluminum
4834,Flash (3),0.496562528671489,0.005610340294273177,0,0,1,Other
4835,Flash (2),0.45472400727104995,0.005122218196430021,0,0,1,Other
4836,B Logo (4),0.03807549781881802,0.00014486151124661108,0,0,1,Metal_Ferrous_Steel
4837,F Logo (7),0.1475493457760435,0.0014991796016693127,0,0,0,Metal_Ferrous_Steel
4838,B Logo,0.1820044830643071,0.0014392125032376508,0,0,0,Metal_Aluminum
4839,F Camera Len,0.146659036853159,0.0014285654730739684,0,0,0,Other
4840,F MIrror Frame,211.65231906171053,2.456232928321921,0,0,1,Metal_Ferrous_Steel
4841,B mirror (3),119.55434498144503,1.7342242464511635,0,0,0,Other
4842,B mirror (5),6.669904105093505,0.09588322392565814,0,0,0,Other
4843,B mirror (4),8.22109290911077,0.11954284851372951,0,0,0,Other
4844,B mirror (2),8.51399227396699,0.11476950889337714,0,0,0,Other
4845,B mirror (7),11.623473141920675,0.16955338613958693,0,0,0,Other
4846,B mirror (6),13.207699267794931,0.19291586708135847,0,0,0,Other
4847,B mirror (1),9.089632963928956,0.1320826687334701,0,0,0,Other
4848,B mirror (8),3.4633199667440597,0.048744782707872844,0,0,0,Other
4849,B mirror (11),8.399600955941729,0.12213177685274124,0,0,0,Other
4850,B mirror (10),0.4914978131234254,0.005904634913319705,0,0,0,Other
4851,B mirror (9),7.542000824720346,0.10895206548122546,0,0,0,Other
4852,B mirror,10.118145858366361,0.14485586385418947,0,0,0,Other
4853,Axel1,0.35404664979500355,0.009343888597549095,0,0,0,Metal_Ferrous
4854,Axel2,0.35404664979500344,0.009343888597549092,0,0,0,Metal_Ferrous
4855,schodki do plaskiej,303.5338138635972,162.30586749418276,0,0,0,Plastic
4856,schodki do rury,303.6535639401083,162.30145307614606,0,0,0,Plastic
4857,prawa,123.11116211255002,45.06221962492859,0,0,0,Metal_Non-Ferrous
4858,prawa (1),123.11116211255002,45.06221962492858,0,0,0,Metal_Non-Ferrous
4859,prawa (2),123.11116211255002,45.062219624928595,0,0,0,Metal_Non-Ferrous
4860,prawa (3),123.11116211255002,45.0622196249286,0,0,0,Metal_Non-Ferrous
4861,lewa,123.11116211255002,45.06221962492862,0,0,0,Metal_Non-Ferrous
4862,lewa (1),123.11116211255002,45.06221962492862,0,0,0,Metal_Non-Ferrous
4863,lewa (2),123.11116211255002,45.06221962492857,0,0,0,Metal_Non-Ferrous
4864,lewa (3),123.11116211255002,45.06221962492858,0,0,0,Metal_Non-Ferrous
4865,prawy,389.1866775507343,151.56320977285284,0,0,2,Plastic
4866,lewy,389.18669728328575,151.56320434911356,0,0,2,Plastic
4867,prawy (1),6.893387599109439,0.3978557577963415,0,0,2,Metal_Ferrous_Steel
4868,prawy (2),6.4445299865683285,0.3827616464880569,0,0,2,Metal_Ferrous_Steel
4869,prawy (3),6.893323937863675,0.3978540937326465,0,0,2,Metal_Ferrous_Steel
4870,lewy (1),6.44449883377953,0.3827627510419783,0,0,2,Metal_Ferrous_Steel
4871,lewy (2),6.893325293457393,0.39785434661547353,0,0,2,Metal_Ferrous_Steel
4872,lewy (3),6.893385623511163,0.39785569851373087,0,0,2,Metal_Ferrous_Steel
4873,drzwi,97.9304244979962,4.751914523348455,0,0,0,Plastic
4874,przod,2.898763592837129,0.23794139586405694,0,0,0,Plastic
4875,tyl,2.898763592837129,0.23794139586405694,0,0,0,Plastic
4876,zawias lewy,2.3636253824000253,0.0907673854918746,1,0,3,Metal_Ferrous_Steel
4877,zawias prawy,1.8155023742279093,0.07302457633680381,1,0,2,Metal_Ferrous_Steel
4878,walec,0.36243646916887634,0.014680749845770107,0,0,0,Metal_Ferrous_Steel
4879,srodek,530.4729856839497,263.5124439083763,0,0,0,Metal_Ferrous_Steel
4880,rama,17.692396299122816,0.6943830437986821,0,0,0,Plastic
4881,rama (1),17.692396299122834,0.6943830437986813,0,0,0,Plastic
4882,szyba,5.079268636793909,0.22640423905032958,0,0,0,Plastic
4883,szyba (1),5.079268636793911,0.22640423905032966,0,0,0,Plastic
4884,szyba (2),5.079268636793911,0.22640423905032966,0,0,0,Plastic
4885,szyba (3),5.079268636793909,0.22640423905032958,0,0,0,Plastic
4886,szyba (4),5.079268636793918,0.22640423905033,0,0,0,Plastic
4887,szyba (5),5.079268636793925,0.2264042390503303,0,0,0,Plastic
4888,szyba (6),5.079268636793925,0.22640423905033025,0,0,0,Plastic
4889,rura,165.03132646614455,20.272126985040238,0,0,1,Metal_Aluminum
4890,do obejmu (1),0.7108500740084354,0.030798545590133487,0,0,0,Metal_Ferrous
4891,do obejmu,0.7143871120092239,0.030811223792213915,0,0,0,Metal_Ferrous
4892,do rury,0.7143871120092239,0.030811223792213852,0,0,0,Metal_Ferrous
4893,scianka,323.43519906417356,21.032901150117304,0,0,2,Plastic
4894,zjezdzalbia rura,837.5647998868367,44.03576792793419,0,0,1,Plastic
4895,mostek,401.090616089548,154.2984899425429,0,0,4,Plastic
4896,felga dolna,79.53306529772863,33.14874567033567,6,0,1,Metal_Ferrous
